N2,kDN,DCP,N1,CL,TD_P,LSR
0.10117426189388383,0.03550359909052367,-0.02314024523285397,-0.010480456623502304,0.055545927550964894,0.27256952801119194,0.8849852929112586
-0.03225557573030535,-0.03585893118238723,0.03196685150158687,-0.0072250389433071716,0.003741793454164727,1.0699201157825113,1.0120994278310183
0.17347958109916678,0.12795019635781002,0.010758328278619167,0.04679569669688037,0.08263122484918152,0.3939582687096645,0.9006060768020433
0.35606239432880626,0.22725172584861175,0.14072353893042897,0.32362281443460805,0.12086441373544282,0.9638869500008856,0.9923318705211277
-0.007653016142709426,-0.016953773025244326,0.04550711627186614,0.004191112019110099,0.02942104695503113,1.0660273131309037,1.0019491934531422
0.006461521264258169,0.011393819211775652,0.0606336903807931,0.01774088084190109,0.04879680439661686,1.02409462726984,1.0043775125436885
-0.004322867407446029,0.11248981667486624,0.07935671214542189,0.12347228830484859,0.057041263148015144,1.0331311379852304,1.0165857544602965
0.021644395630323457,0.005438314810770131,0.042125973019626686,0.017806054856169533,0.04385679021756605,1.0140276932491614,0.9795787617567278
-0.005165978556604903,-0.018046745853974838,0.04218033301035319,-0.002416069560371145,0.016888025914846554,1.060663990854686,1.0008540705581175
0.10081851370554984,-0.015126603000919711,-0.017905846191055654,-0.03743815997491605,0.04674257788121592,0.246316543858617,0.8653731843099473
-0.004681751898799907,0.027757951358706935,0.032267745073094586,0.03312379610938748,0.013969139494824416,1.0147164017657506,1.008289253205277
0.06661676730862369,0.0261981985653168,0.012188077200178449,-0.006132683655454899,0.04629991553083464,0.443578408990994,0.9060398338912967
0.4728144184146822,0.5539530645048932,0.5589648792600516,0.5704187859983462,0.5560819285415828,0.9207583542705168,0.9937334239595939
0.017149642703326695,-0.003564689507861901,0.03828011101625391,0.018325313533885633,0.040991576708539826,1.0452985872978566,0.9805180898652528
0.2343403633225402,0.3298143978707587,0.017873431856562684,0.13320936671573302,0.10751457944815929,0.37067616295988215,0.8924553405264939
0.31338582038626495,0.2907140283853596,0.19482948036261716,0.37421077770880534,0.15651646468249208,0.9997616863294072,1.0071598629858516
-0.00018901959895152587,0.004611723972334891,0.030571452559552348,0.023746471200099137,0.020249012934322692,1.0265726132089843,1.0066129478389891
0.015107416400030486,-0.01082397109432355,0.027614500984994815,0.0208092570883784,0.021457736537662357,1.054179123492847,0.9907204381622848
0.016515606461228516,0.0059660746696391515,0.029822208136107288,0.022834336295060896,0.0292772474102359,1.0227145367755446,0.9853153229478301
0.05030995119567134,0.24733872533356194,0.23363104447786215,0.274813470100448,0.20776646602545387,1.0855935517564055,1.013350725809234
0.02198621608061458,0.1179101798773686,0.07611022213148007,0.13603797303187326,0.05622430368367916,1.0412306880891986,1.0128982750468192
0.09808376713447063,0.03529883476037402,0.043935237970827226,0.042383674947051295,0.10935069655748318,0.8842317229508291,0.9221314241842927
0.029191416574475354,-0.003859816026967347,0.03486498901760561,0.013010824127666958,0.0335972177168161,0.9887658176995132,0.9719193873188863
-0.013082637492374136,-0.03748050099425379,0.041532507666253535,-0.010093987564704851,0.030592269306397413,1.0144823722303253,1.0007523080594651
0.006143360646834337,-0.006208354313206238,0.039480015483963,0.014170815008094736,0.02670126099817518,1.0973396679701732,1.0005849609338615
0.06165269212129231,0.14280714885343782,0.10933977406301551,0.1351542519027966,0.10161897257451777,1.0069618725897302,0.9933296300977984
-0.04064088786603938,-0.0077178894734066805,0.041495419274463305,0.021913845430521404,0.00853959669409507,1.0833222249506371,1.0219816467986205
0.652209515420418,0.8368988280792655,0.8777027691160731,0.8006450745629684,0.8706589111954484,0.8966280313380088,0.9958295044631088
0.08682888729583146,0.030858561679402007,0.007223293609194895,-0.008622162641751904,0.05317499843279374,0.3832614073795012,0.8912140406464353
0.031761880079546514,0.1604311634409641,0.09308730192617864,0.15437041509144273,0.08548899625884929,0.9895320148922988,1.0093752081330403
0.2122717098615192,0.16952391485294988,0.04121180288808557,0.15808770400796646,0.10598497942509108,0.7509261434388841,0.9381026960199857
0.2961095116206047,0.1920610161817301,0.11982104639376322,0.2831261965120261,0.0933287829667541,0.9735953270089186,0.989154445399554
0.1794435792326924,0.229373989159059,0.045115682956206785,0.10552694514741287,0.1314383969910076,0.5853556791998797,0.9131498400289194
0.19849115029270267,0.21010904729912028,0.017103833994467348,0.12168425028406751,0.11269075654739269,0.5798838436552418,0.9085872088596154
-0.0550849002276268,-0.027228110595323415,0.04341256728176926,0.014416227715714783,-0.007518245872246879,1.0561984414806482,1.0161612673488556
0.25034629069179576,0.2985498654352887,0.2264810249052338,0.3746885396616441,0.19962044252447741,1.0300452374043672,1.0061428767940603
0.10620653889319298,-0.006873622281830874,-0.011066506980568151,-0.043290305517828614,0.05203958151973753,0.27799873899763206,0.8645180922351055
-0.012143872064101793,0.05855833555222289,0.059666230647911433,0.06167771743464502,0.04675868017143588,1.0364063119010556,1.0054449349496206
0.026264583082056626,0.002810210253215442,0.033130050995352864,0.022353538564417352,0.033662805247201305,1.0238404082431265,0.9771706604078598
0.02645036565774876,-0.0105567247848352,0.035521027988366066,0.0005866384631938726,0.03429538571208551,1.0470783157457302,0.9715536483783423
0.19586391081462046,0.13261819524110988,0.026984487000071583,0.19605082439549698,0.0051512303082769245,0.9670676628577388,0.9927096678217332
0.09340422342911353,-0.06371669708775991,-0.03419723006455715,-0.06832121923125536,0.04374831878555011,0.1884934731842257,0.8549107895513878
0.11220040355635472,0.08148207201995873,0.009275218326936868,0.0019382754888560144,0.07048309764576784,0.3741702275189722,0.8896924828404145
0.011423548767999808,-0.012937969172436115,0.052666057199682155,0.011592094193403311,0.04343214274902076,1.0245140178404444,0.9936124309547328
0.00833683148410487,0.005190829264201849,0.04503933368360733,0.022337314088905387,0.028444176876270814,1.041627395420503,0.9970153206615946
0.07512646131186607,-0.018695848065999277,-0.010935341153728427,-0.04388276564766873,0.04180656132014802,0.323079907318399,0.8792874298800449
0.04578351387919255,0.016673876541032105,0.04054115981452097,0.029638302073995898,0.06212484108831306,1.0116056809483518,0.9609836336911806
0.018275973392184792,0.008951959440048257,0.047231393920905154,0.017580609083626693,0.05182471613806425,1.0040800334033766,0.9734290250472787
0.4095751808681095,0.5199545348600996,0.561502479727208,0.5154820645000238,0.5608206965018532,0.8960893450069377,0.9876564281227578
-0.011765788395133966,0.0774105693200368,0.05073619915635533,0.09567453029847944,0.025224668048882605,1.0687443096709133,1.012274630591651
0.004841827594747425,-0.014495317354846882,0.03151845918003964,0.018161631867266298,0.025580401351540223,1.0705603307020697,0.9859106080251597
0.08955171236458931,0.08038663879538113,0.019355632653069263,0.0058764606488638585,0.0639297044389735,0.5112480769422396,0.9096286544862092
-0.0018536017096908164,0.03526287158242027,0.03261925532994851,0.03502691182034674,0.014542293545684537,1.0270159841585582,1.0097309107339012
0.11101424038254615,0.08656565718779048,0.04543878848300531,0.03033916810656158,0.10546533621475032,0.5959292458096921,0.9133247512056692
0.07104717944101155,0.05504139334356506,0.052372460238618405,0.021757580761031493,0.11732783990909812,0.7605244887171495,0.9219559196629927
