N2,kDN,DCP,N1,CL,TD_P,LSR
0.042907927941282016,0.008806915607783308,0.02799961469415519,0.002680374163185062,0.06452557982146483,0.7828670785423006,0.931274414605598
0.011758064643915364,0.004138756212495515,0.04007059769597262,-0.0014770277503779183,0.03663316251600017,0.9989595936472191,0.9698845109352272
0.0012741605800085237,0.03349749352298962,0.07550341576738909,0.05030889232069524,0.057693021947959715,1.0188205871598564,1.007089074952006
0.018243300163721637,0.04648971930063832,0.03310253212439154,0.04773767689508766,0.03916254404295002,1.035237799124281,0.9928188901204698
0.006946497397377266,0.007346419460089154,0.03987080349244932,0.00019840011791932843,0.03603150063826534,1.0212115149841505,0.9745604059594497
0.025451232413394073,0.03500644861825185,0.030417189803959924,0.04689402806940936,0.02915772538741765,0.9543029864052984,0.9863531510593303
0.027514539105270158,0.023444153471198534,0.039902805833507075,0.011733712498743255,0.05362198818716377,0.9862042352486731,0.9580984344669777
-0.007706544600680723,-0.023408283777609618,0.039478863261172545,-0.019429150504386414,0.024085626066038653,0.9804242766333788,0.9767365019681231
0.013646227154902511,0.01871893779788731,0.03699860984566789,0.02233079429145167,0.039573786941183055,1.0090559489353688,0.9836888738090075
0.09144550666291906,0.1382896251642891,0.15304724733379213,0.15861153645078144,0.14852039865299813,1.0208984173895606,1.0036139094500425
0.07209091800995332,0.014203097846147872,0.01442874456617952,-0.0022588694469320575,0.06895226093849965,0.5635476251649767,0.906837936115669
-0.0036811937005515882,-3.427050520612984e-05,0.03917893754242871,-0.003427220851175139,0.02862620145702096,1.0265673680334018,0.9812892301167351
0.08930756594358058,0.10254010502403728,0.08498740850170167,0.12604337685534373,0.09581179462282376,0.9973718122303832,0.9988332136609545
0.0365337142672908,0.023595569993006882,0.038872157544881394,0.014507482404449788,0.06221711682537683,0.9401588083841558,0.9483025183565862
0.22232191242972377,0.23800203824823324,0.08952077838512262,0.20458093741596425,0.11691022016436148,0.772051445970807,0.9570752267809608
0.13934373406114198,0.15259359602354267,0.08511274693523968,0.1498551524235387,0.09941709690829115,0.9568317050732047,0.9793028296379028
0.1595412141468618,0.14808584056916924,-0.00332199378888539,0.06763342424946658,0.05816792390929162,0.3146738219982882,0.8884646133075745
0.13735973959513453,0.05250674857066416,-0.017698516098362295,-0.010823063274462516,0.06609219993210111,0.15693697775246784,0.8550372630386347
0.1033303921501643,0.16739046742975902,0.1567868803909727,0.18984108939442237,0.15717517017325938,1.0276622126344663,1.0047962177977738
