z_1,z_2,Generated
-1.169535701861503,-0.5069424948704627,True
-1.020640426978052,-0.9063335351239774,True
-1.8787605222751087,-0.6912758578936075,True
-1.6117436090145785,-0.44708455168464767,True
-1.3038020176313243,-0.8893107266734307,True
-1.56308239723813,-0.5520156518056083,True
-1.00518366668516,-0.7571978798279715,True
-1.3319580470949535,-0.960269243842524,True
-1.5030749533886087,-0.7196496211413034,True
-1.9152690386371924,-0.485009158417096,True
-1.024303640599713,-0.5719069579610122,True
-1.3758715146066407,-0.8372085887049262,True
-1.5489727893598841,-0.2382195525504327,True
-1.6429551143360746,-0.4323578569281693,True
-1.4095957426314367,-0.06315471047212151,True
-1.7825188441455002,-0.2235495395825029,True
-1.2332995552816421,-0.12087853077886246,True
-1.1915105904677024,-0.2336200031623653,True
-1.8910604400095439,-0.6940684157509666,True
-1.8429649467378857,-0.32750582067973255,True
-1.2187476767781238,-0.9933940730496703,True
-1.6132029306524784,-0.7870097733097435,True
-1.7653680692546074,-0.2283628323940161,True
-1.7006614557667032,-0.23822674786861753,True
-1.490714518223357,-0.9089362938717007,True
-1.7606309490922272,-0.41384116796715753,True
-1.8520179223986108,-0.47312020746238537,True
-1.7037371379537025,-0.5252115088145026,True
-1.6806095966142114,-0.3121184249029735,True
-1.8177889157444653,-0.39039364166402013,True
-1.9029688883355762,-0.8483244900484863,True
-1.6478993388216039,-0.6693500782960247,True
-1.4693935063646104,-0.36436432187584644,True
-1.1105129312114332,-0.3696452130625596,True
-1.0868419381697945,-0.9692793167200773,True
-1.4331948432453383,-0.35178404583967615,True
-1.596168414783536,-0.4460624721211284,True
-1.4415496022724397,-0.3473317950468261,True
-1.4867880810819165,-0.10956485581215569,True
-1.934556288173014,-0.18553322115894721,True
-1.8053430757167108,-0.7222483769539088,True
-1.1746523556375126,-0.5186639165257848,True
-1.3470611487973299,-0.3122375312948379,True
-1.5381248087071233,-0.5576082997049984,True
-1.5157680024042506,-0.2144985691428175,True
-1.7889639342045958,-0.8874603402293308,True
-1.0334131131722566,-0.12486976737080613,True
-1.3483937380848738,-0.41285017530707135,True
-1.1122705550850092,-0.844281776212154,True
-1.019327629408394,-0.7025529839725969,True
-1.195770130026895,-0.9537077208570333,True
-1.5347619819858065,-0.24415128549850074,True
-1.5163742493828944,-0.6928908364755739,True
-1.5961283295380069,-0.49054745092659335,True
-1.7625066195453667,-0.36660036667139495,True
-1.4730402959628675,-0.3365824024554629,True
-1.2793199235117427,-0.13773686632671645,True
-1.9990238893931602,-0.8101853093427864,True
-1.1251835511804047,-0.2439320612546071,True
-1.8536988519420559,-0.2975460837855345,True
-1.4621288405384703,-0.9816247684926434,True
-1.933862926180843,-0.29083177362506285,True
-1.3132533768724017,-0.18745781397958627,True
-1.8950832580638328,-0.05970463225801259,True
-1.7387525559440329,-0.8500894231855546,True
-1.314844377481823,-0.8188586327370782,True
-1.6376505210370627,-0.5769595000757469,True
-1.011563358512122,-0.6241439857916559,True
-1.5545054000622884,-0.14095559113418454,True
-1.127564629172688,-0.27236624535308174,True
-1.7362989559177646,-0.7928205845118279,True
-1.1341723149979672,-0.31884773509873787,True
-1.6038410525482893,-0.39863988151619945,True
-1.5918083385029855,-0.6913238980182949,True
-1.9861224932489792,-0.9383240577812397,True
-1.497115084189778,-0.9197759385608903,True
-1.3156177089802772,-0.9713176521259403,True
-1.8001742479797023,-0.6807944555083375,True
-1.1738792228285644,-0.11541546799609359,True
-1.5130814198862526,-0.4729668736736531,True
-1.4192981106726967,-0.23100362221511128,True
-1.0425712647856178,-0.4974616678377004,True
-1.2689778109645393,-0.312633575837602,True
-1.69992836700286,-0.8968122309390436,True
-1.2286270290790795,-0.813915105882256,True
-1.12230738512753,-0.14420740768882612,True
-1.2653549538259226,-0.2873351736267824,True
-1.9541810144848217,-0.4436128022415784,True
-1.1239547804504095,-0.2843296675390391,True
-1.1661294418931627,-0.5908215553827677,True
-1.6304535858531017,-0.12023413224480084,True
-1.1502027710046616,-0.4492672075332216,True
-1.7501055078311258,-0.5722602029170158,True
-1.1180199397548511,-0.9056061923422851,True
-1.6245235894713472,-0.4043569408003531,True
-1.6780807105719273,-0.7324310840053756,True
-1.3093425368038807,-0.9084308775067443,True
-1.4099589751396668,-0.35518000381937387,True
-1.401092077000378,-0.9660962085413551,True
-1.8236113004359487,-0.0932021931622089,True
-1.463795136917941,-0.3577330636417452,True
-1.2527561530547127,-0.13195218318496094,True
-1.5482857051484287,-0.29734220212349527,True
-1.1921035285021544,-0.3690985013776312,True
-1.398081613150613,-0.7539356165192632,True
-1.9686996642644616,-0.7019183364753564,True
-1.242135897224494,-0.30583751914939583,True
-1.2668772239734476,-0.35565930981031024,True
-1.1622891253898844,-0.8873552637125081,True
-1.2972033958911817,-0.5779475144199925,True
-1.317994884526906,-0.07386640818684787,True
-1.9681483169162655,-0.2449879581914456,True
-1.040173692962734,-0.24274310076159478,True
-1.9751398686720316,-0.8259804839974967,True
-1.1611471962761069,-0.933140441828479,True
-1.5298095267429659,-0.7576742666822195,True
-1.2472604126078215,-0.6135670286884847,True
-1.8616589445819396,-0.6092324509581243,True
-1.5026733101202039,-0.43838858931249647,True
-1.983857463019004,-0.9907222232524073,True
-1.8080234934345962,-0.2520443095846232,True
-1.6740464878473178,-0.4555168940399855,True
-1.0829065270809872,-0.45459299066343084,True
-1.9145859101143916,-0.7408475679703318,True
-1.4717111678365753,-0.19766370806788724,True
-1.6104521455745258,-0.22577135918864155,True
-1.6413719008266492,-0.16803037299283297,True
-1.4342885464927229,-0.7450227734721513,True
-1.0962631376635983,-0.16406824730356562,True
-1.1554438383722734,-0.9954907985648125,True
-1.1617352442111712,-0.9143933446206901,True
-1.3465492822377145,-0.4345430006215447,True
-1.9070883025450969,-0.07560813155647506,True
-1.8122059530670591,-0.699771341774374,True
-1.3678407063387272,-0.2980033587227874,True
-1.0255415671040762,-0.7094264521077778,True
-1.4436651323978844,-0.44376440600631917,True
-1.1738848157988484,-0.4566457908500311,True
-1.0194630346656546,-0.405049952114686,True
-1.8842986551098724,-0.7423434340854271,True
-1.8112431593887304,-0.3481449430069914,True
-1.997112425274521,-0.9132486836099533,True
-1.3258495847877787,-0.6245134281094502,True
-1.3941661753303882,-0.23425587806251036,True
-1.6112480957577144,-0.615005319878129,True
-1.6100399939072592,-0.9607816570821776,True
-1.3505932694762754,-0.42200106940193927,True
-1.5078505488509517,-0.39876947786984973,True
-1.056415862247282,-0.6434161495312679,True
-1.6966758591088416,-0.7846670278507865,True
-1.7956301679630478,-0.5839057013445572,True
-1.3423051556461874,-0.8133383735008363,True
-1.5744386609616594,-0.072513130463705,True
-1.8764601311676365,-0.35077797862046367,True
-1.8883459605117725,-0.48159691782829606,True
-1.2091798447290092,-0.14707976123294675,True
-1.0373723401492918,-0.6707595967625765,True
-1.8597179012091751,-0.38221769456286037,True
-1.5730849445083201,-0.14498352965150596,True
-1.685686187603967,-0.8858530984184843,True
-1.5455693105079833,-0.10442916639136046,True
-1.9401912004752397,-0.07210967272839008,True
-1.987451912985324,-0.6652916321145429,True
-1.350329899087018,-0.24298635484895048,True
-1.4073637943413815,-0.8746518912117429,True
-1.5319715949458867,-0.00900246021784834,True
-1.0490827122493305,-0.40406617945857903,True
-1.6165780113198815,-0.934097183003722,True
-1.6802660585905336,-0.10260895729881314,True
-1.672182056320945,-0.9842979736061723,True
-1.5928106196257703,-0.9789759392882368,True
-1.9442424449705584,-0.576237077998276,True
-1.0782275790648939,-0.8265573488553232,True
-1.9543182055978465,-0.6726610088627507,True
-1.2294396670355523,-0.5201621862855809,True
-1.8039132863655338,-0.011314470545482957,True
-1.6796774178052352,-0.7456731726495498,True
-1.8206652510801202,-0.4688234949646214,True
-1.1307126477724854,-0.7783520028235532,True
-1.2736461158099501,-0.5217309533759555,True
-1.997545144085517,-0.37366948663531163,True
-1.0730524857082697,-0.9788752228694498,True
-1.1128279534453456,-0.7223557637431616,True
-1.0646662865377121,-0.524668081847383,True
-1.1623849408790894,-0.2099347061370651,True
-1.828855003868947,-0.34067775847120596,True
-1.2601497478600563,-0.31658981097691463,True
-1.2133478308542158,-0.5502779572268864,True
-1.3695690556377376,-0.6398546564814247,True
-1.980292543887149,-0.5104255761398208,True
-1.40426589172759,-0.5040692291951325,True
-1.486773622556333,-0.19638712945252523,True
-1.7176990888660018,-0.39128188047619683,True
-1.4469097175299557,-0.1126483984749147,True
-1.0439341557407056,-0.7032175597747312,True
-1.3813157918195236,-0.786164480933322,True
-1.6580938607439648,-0.07143451063097228,True
-1.1832713802281247,-0.8766257902795888,True
-1.1068134169943966,-0.04233757423122897,True
-1.2483411123505557,-0.9285616112162429,True
-1.1130516791102714,-0.7780433882348651,True
-1.4988564998586749,-0.8266887603901008,True
-1.8970598963262897,-0.4013515632232503,True
-1.283900866220253,-0.03750671871065303,True
-1.7124179929182826,-0.17932256458242157,True
-1.6351578803457674,-0.7604708939534027,True
-1.9038181108410983,-0.17232747352125544,True
-1.6853315799111472,-0.11709934696959623,True
-1.4846466116098096,-0.8697088270513582,True
-1.6878703883652295,-0.49498682342792255,True
-1.5653524901104476,-0.8719221780618536,True
-1.1783984732567,-0.7592827174726585,True
