z_1,z_2
-2.1515968141052486,-0.8020641787515687
-2.1647614891995643,-0.8981282984356486
-2.4909134109215367,-0.4182266862774807
-1.5602592833969855,-0.39877011804544493
-1.5372170568247703,-0.8655746551505288
-2.4136833194651306,-0.25310487611128696
-1.9066184136640314,-0.48836771793628864
-2.2805645017617264,-0.0865092608071556
-1.9500892319798195,-0.45047559417513794
-1.903020783205485,-0.7663426397534024
-2.1837607282416487,-0.8949048985645572
-1.8155615319099692,-0.7175472179127979
-2.182980706106816,-0.25304396537367047
-2.120759954777802,-0.4268273002751132
-2.249623877713357,-0.34125626578046975
-2.165906129529105,-0.13156217326531117
-2.2715260044687,-0.34211174259290833
-1.6474095885137867,-0.8429032478463949
-2.3776874461815423,-0.16935461401968288
-2.013677690407516,-0.6515877817165555
-1.831996611965108,-0.5380857730253419
-2.032539936840833,-0.4579193634201464
-1.5044883583932445,-0.08830286603354287
-2.092208062229644,-0.43720535233594826
-1.657687852528057,-0.5047822603659551
-1.591981835758332,-0.8994685404506106
-2.367207071055656,-0.01007650874268129
-1.6359450643526898,-0.8450933674547344
-1.9344817244038308,-0.29464798252920965
-2.3682743862550506,-0.41064845746457257
-2.325079771345735,-0.5528082198914198
-2.148389651954317,-0.0886648403964364
-1.623196533429924,-0.3175887079214832
-2.4442767545658253,-0.7617369880463946
-1.5694353989057417,-0.020423903641241248
-2.113025609195498,-0.7141197502426463
-2.217783312664778,-0.2833500571719725
-1.808482178407856,-0.7952142110637143
-1.826884264967005,-0.021768166414898538
-2.3316105819509323,-0.4534267791590013
-2.4359957958243035,-0.8978421784491547
-2.059006250868693,-0.06379753698877699
-1.6697870252942884,-0.19274574370293351
-1.8337142588525714,-0.43816496330939336
-2.141775064885195,-0.6407964643909796
-2.0424362610079303,-0.9517649133708551
-1.7739414790698353,-0.3910564577435509
-1.9832187605605776,-0.967987716140602
-2.405856653779659,-0.6698865264837446
-1.5029385205753432,-0.491038038720367
-2.206638320761514,-0.17054127264169627
-1.6211655784676595,-0.05135465175351639
-2.2325205417565144,-0.13975060499195868
-1.979746885471135,-0.5005182413291109
-2.207244488965269,-0.021994106353227183
-1.538153856549485,-0.05137481312940584
-2.017748444123309,-0.4878799659703994
-1.7788145585526989,-0.9431591888471018
-1.7758350105565746,-0.7694077606911007
-1.9182171313659717,-0.8192402179331236
-1.665355529467038,-0.3722473146762818
-1.9725769181986585,-0.28643788345887444
-2.2679359325915356,-0.9791751908646333
-1.9478667855981509,-0.2624109875639663
-2.3456360945955894,-0.7160417634219153
-2.1709176646481287,-0.828361797526266
-1.790623729405088,-0.706481015166018
-1.9078928626225777,-0.21642078872264647
