z_1,z_2,Generated
-1.1832367154956236,-0.12302938798396612,True
-1.7263280324399224,-0.14419061335352146,True
-1.104249354150768,-0.60800863497426,True
-1.3879461246188245,-0.8444998671968357,True
-1.4042589597078754,-0.10584943051292395,True
-1.262432197903367,-0.26353309379923173,True
-1.8139117914361402,-0.9394127942932227,True
-1.3585859452970928,-0.9848136853573463,True
-1.6365863564836214,-0.18079838277369786,True
-1.4870066768324546,-0.3684350291938714,True
-1.0043771807852782,-0.8111959441644989,True
-1.4564718103218826,-0.6489293527659962,True
-1.9830962644618233,-0.6987916740539952,True
-1.182476082387132,-0.005239621450286669,True
-1.3730153277137904,-0.5945589703775183,True
-1.5196827670308681,-0.012686656766603077,True
-1.4798836793287973,-0.6981081240481021,True
-1.5786559423997377,-0.10805202325792995,True
-1.3007317616832013,-0.827356319855766,True
-1.1090312211903757,-0.25175307280452563,True
-1.6402131186620852,-0.44937506884826894,True
-1.1340793027361353,-0.19048495441797064,True
-1.296088711247652,-0.25044529419951356,True
-1.0618645571213277,-0.2394447390369896,True
-1.4806796810868668,-0.02392185245023526,True
-1.472885998060908,-0.38351069170705676,True
-1.1930506808140193,-0.7480613849315491,True
-1.0309484016737742,-0.45598953457245495,True
-1.8940457156742567,-0.15621607302638907,True
-1.4739349081352549,-0.031153198473337973,True
-1.0439406969199236,-0.2657584576997999,True
-1.6701402823334401,-0.07441394778351984,True
-1.43533113494086,-0.5532173136893564,True
-1.1925515622954501,-0.7719094648601074,True
-1.7797690278467149,-0.21605657867059724,True
-1.4570196002225413,-0.00901224842520909,True
-1.7327503481840063,-0.7443416422411183,True
-1.9095559382298541,-0.35099964345310086,True
-1.182577209146022,-0.17413628360026345,True
-1.7724453335008334,-0.21935275322788605,True
-1.2137401775327705,-0.4155021175035801,True
-1.7884776081187828,-0.9488915135945158,True
-1.0162602801091816,-0.04618261686825653,True
-1.499273918316824,-0.7029271315466828,True
-1.0205570005831035,-0.6000156284650899,True
-1.3456493311193425,-0.3078224909292594,True
-1.3812485215672847,-0.11565732582180177,True
-1.0188802573176354,-0.7629596158037902,True
-1.1028870453001804,-0.21332594859709575,True
-1.9334484225821016,-0.012338194997065233,True
-1.8325746697160095,-0.6716538738474765,True
-1.7839107388455975,-0.4036756289266643,True
-1.4124130430937558,-0.2571436967406885,True
-1.8772494167729026,-0.42547874324109936,True
-1.1122834573405744,-0.6118679495324172,True
-1.252920386565751,-0.5788604901120844,True
-1.02341532577147,-0.008594173884213352,True
-1.274826406887735,-0.8267500259552406,True
-1.838744477266262,-0.8707818057296651,True
-1.5030053772069185,-0.6158297447659263,True
-1.4400668304398956,-0.7674338943683799,True
-1.2515322320658933,-0.8076754466001188,True
-1.6819690256782591,-0.844884252030889,True
-1.0772546901255478,-0.8553161326717119,True
-1.9716887304491264,-0.2389703275539269,True
-1.8008582242292293,-0.40572179237377914,True
-1.660300595373677,-0.694071430247397,True
-1.4105637585569533,-0.2903236211982163,True
-1.1603358615214843,-0.02200647597239236,True
-1.9870809625477137,-0.7900302959099192,True
-1.6121888321354079,-0.08804681977822726,True
-1.2394135819324896,-0.050795398977575346,True
-1.2090620570007835,-0.7384743530734355,True
-1.8468833057115084,-0.14584252177058366,True
-1.376100415088088,-0.08490711614218671,True
-1.6235130479676068,-0.9643082415120012,True
-1.2034817291663156,-0.505123050413196,True
-1.1315471868213427,-0.3972997363927423,True
-1.2256958077514548,-0.6032686402949137,True
-1.1647334865325876,-0.6270193853789662,True
-1.4428117073630107,-0.7740525115809116,True
-1.182361928944415,-0.6458267815748765,True
-1.7487252224961178,-0.31443710268153924,True
-1.3430055977977413,-0.3008158909167594,True
-1.4807222813896552,-0.41041439951403913,True
-1.7607157274042704,-0.9667484741053419,True
-1.745053498488176,-0.9905645810735108,True
-1.073281112426176,-0.10346576715088374,True
-1.863157357006109,-0.7056767671005771,True
-1.0935141691923411,-0.5979998649086659,True
-1.4446118699433894,-0.9226308999317538,True
-1.5060862115965226,-0.1792292456567739,True
-1.452797539961582,-0.7888434947735311,True
-1.1372799445134374,-0.37001258630631795,True
-1.3357727601156633,-0.4422829486632336,True
-1.4306609772282781,-0.9881962910350973,True
-1.3982682019410793,-0.9044231806631609,True
-1.5421024895069881,-0.060258456268423743,True
-1.422980829642427,-0.8592030819367553,True
-1.3038880437678484,-0.9676976843208787,True
-1.4650164610542875,-0.9951120344243491,True
-1.2081881092080278,-0.28159704776863004,True
-1.7647298420458424,-0.331889356781918,True
-1.2504215692942628,-0.17988401632962558,True
-1.710447413680507,-0.13163664120103447,True
-1.7860635785272092,-0.6379573263395849,True
-1.5556373388715194,-0.20617864021300114,True
-1.868544263040251,-0.6621349233968915,True
-1.8024363960167307,-0.7751273996107224,True
-1.7299819242935293,-0.2823499603662457,True
-1.8441203310716965,-0.649653082622898,True
-1.1310913912296707,-0.6211403016862346,True
-1.664749293069404,-0.8821905918701478,True
-1.7711692315999428,-0.8359639891449987,True
-1.0165045041618304,-0.459444483177991,True
-1.9980162259155492,-0.11934495468380613,True
-1.415700394545088,-0.7768251648308316,True
-1.1846743508234616,-0.698034736316282,True
-1.2018459621582498,-0.742156423261626,True
-1.6728391068961213,-0.020086104219051548,True
-1.7644923164786368,-0.24223730070385452,True
-1.613700550691278,-0.44008347502633405,True
-1.3666593142878676,-0.9877887997736999,True
-1.627277739060323,-0.5080995228240418,True
-1.8271343355130112,-0.6427950938500584,True
-1.2455462738372354,-0.7212880522258623,True
-1.6612400121753186,-0.17452419419888465,True
-1.1459571269597306,-0.15003760275606093,True
-1.659063613285701,-0.916908351169562,True
-1.7452203019487595,-0.06225322340892836,True
-1.3270504857317196,-0.8110424721368428,True
-1.3339948384144695,-0.7494009861138419,True
-1.0356867592513965,-0.13804374309970968,True
-1.3207677958011763,-0.1814933009438623,True
-1.4718306196013002,-0.17491944639304036,True
-1.4271443991016248,-0.25715846981880197,True
-1.384143429627796,-0.25448167272325317,True
-1.7965930774229848,-0.24236788226949058,True
-1.7964061945783114,-0.07425255583991996,True
-1.5785978105587648,-0.615615035918506,True
-1.277299473646948,-0.1051746209244796,True
-1.5712589895332416,-0.12717604452976672,True
-1.4410007965918195,-0.5330449164105387,True
-1.0675951632590541,-0.9561626170522306,True
-1.0929988588411803,-0.7228096571366097,True
-1.7137651594812358,-0.19669592124063717,True
-1.8691081235738372,-0.9960964528758236,True
-1.6791883982108895,-0.5424244713113038,True
-1.8377564753157332,-0.2529170778382257,True
-1.744584154706191,-0.13827843461447054,True
-1.497505573182928,-0.32332592616731026,True
-1.9637279922332973,-0.6987322937252648,True
-1.660969036769014,-0.5896636541611848,True
-1.5973746180042583,-0.12517067741000043,True
-1.0511466555073739,-0.05390609434999005,True
-1.8561189600098724,-0.05253172460971989,True
-1.8031836406046087,-0.43182629369445924,True
-1.3386790413685792,-0.35719884256192136,True
-1.889104023151893,-0.8047329716197307,True
-1.4650846447218515,-0.4992397770943844,True
-1.0339887363480331,-0.632978493891433,True
-1.1275828082135488,-0.6188921072130644,True
-1.1771118510140446,-0.31517434669121736,True
-1.5366905671569793,-0.2528952550615511,True
-1.943976925769569,-0.9354293163048817,True
-1.4190255653768578,-0.9677371570717886,True
-1.2221508281275297,-0.6191358790159315,True
-1.4145141596536104,-0.31262131190951836,True
-1.289810738086786,-0.894919798128299,True
-1.7846125005496174,-0.3228788278630791,True
-1.062351050940587,-0.7045283017517061,True
-1.7501211235088063,-0.8737181681531045,True
-1.576633992047157,-0.100254379813558,True
-1.9961657503875245,-0.1825760053444021,True
-1.6115441408733153,-0.5641398774233101,True
-1.2162463206653054,-0.45089172198914074,True
-1.129277547616912,-0.9625281019741729,True
-1.427202568732374,-0.3716652848980466,True
-1.542510824271541,-0.8196724654732697,True
-1.6179911602294128,-0.1418474021376852,True
-1.5303967463644808,-0.629619905376049,True
-1.820373189646777,-0.4172366554961354,True
-1.3513288971793018,-0.014029652179870733,True
-1.302705948412501,-0.1809105417310185,True
-1.4155524628508407,-0.35852699493709994,True
-1.2808258716216185,-0.013615898982595964,True
-1.0427201400240866,-0.5222591388535008,True
-1.4515216282111638,-0.04815036568230335,True
-1.570338784524451,-0.2842512217983997,True
-1.634757522210276,-0.7892982807996627,True
-1.025062942776683,-0.11218970213201984,True
-1.3607132665168993,-0.7433163263693044,True
-1.4638034889003535,-0.13495302343842075,True
-1.146666082931689,-0.441388483327373,True
-1.669440820836667,-0.3249079504974616,True
-1.6763478528832951,-0.5288377641367973,True
-1.0233943770199376,-0.590707929082369,True
-1.1959819135211487,-0.2303334383561051,True
-1.9330507134178057,-0.07029779838101502,True
-1.1666524642688567,-0.18443203695614596,True
-1.2175958713282575,-0.20252478586095546,True
-1.090287882328631,-0.38758710344623803,True
-1.0937619553674973,-0.6293686590086095,True
-1.0373970174871836,-0.36300019319494414,True
-1.9573416146072038,-0.811889816769961,True
-1.041378276103336,-0.8728893113049098,True
-1.8060654809020045,-0.6768854389217477,True
-1.091472201124502,-0.26988521236912144,True
-1.2189078597970737,-0.5239204386764618,True
-1.8218622821120483,-0.6320902243521515,True
-1.06445043732674,-0.3610018104424294,True
-1.9593910775301078,-0.9376149837780675,True
-1.7307749437327382,-0.3097343894250114,True
-1.1107213960198898,-0.4513813726134208,True
-1.5479305449215386,-0.7336326975612903,True
-1.5281222944295374,-0.9105154223088893,True
-1.6698193243213586,-0.7459654116373002,True
-1.278813192117216,-0.9076180253689968,True
-1.861812919050435,-0.8624868791170782,True
-1.7115654098074704,-0.42400124942135053,True
-1.8746501084276208,-0.5073457781235332,True
-1.65022823650298,-0.15017920235455562,True
-1.470249246138653,-0.003615417854954006,True
-1.7721224934084745,-0.21459583150601258,True
-1.6109180067882083,-0.5913116251344684,True
-1.5834733871923863,-0.8499895261663761,True
-1.36962958638976,-0.3832470071288552,True
-1.152259387741909,-0.24371144290508706,True
-1.7720871430189475,-0.3658027000193499,True
-1.6354014165914958,-0.07070363794638657,True
-1.6692226544757287,-0.05120929906915872,True
-1.3699778256966577,-0.7377899266403752,True
-1.6212778257492313,-0.482503751740472,True
-1.9577766775758683,-0.1352888975565305,True
-1.2041249909975411,-0.9710217246608209,True
-1.2227234500000244,-0.8587370426174583,True
-1.2869611592755859,-0.5977393791002307,True
-1.1777128833386636,-0.0020267924495153133,True
-1.1959986244433787,-0.03061061567732981,True
-1.9279623089492715,-0.9134207095496579,True
-1.8546859300531766,-0.7094117944755771,True
-1.0811948707882664,-0.35925477259113436,True
-1.0205405508457353,-0.06335398483733068,True
-1.455545001189904,-0.2724554004336326,True
-1.1286826115456354,-0.49834380377841514,True
-1.440874515983863,-0.911181631208337,True
-1.3746787265922271,-0.8560088880254052,True
-1.8321494398406104,-0.20187504637352904,True
-1.56648568594954,-0.23375570962468029,True
-1.4774063950357283,-0.03147876434197783,True
-1.8866689760856818,-0.7112945577090221,True
-1.8181487722593697,-0.2623149525847571,True
-1.256460331099647,-0.26419527880462024,True
-1.3722432730557115,-0.43168017072316434,True
-1.0938815070387433,-0.5345792892855415,True
-1.6148383857615372,-0.8128917884521172,True
-1.1132482464696651,-0.8805828888322508,True
-1.680820809159062,-0.2567874924688871,True
-1.433690673864639,-0.7559746814678461,True
-1.7745125794941177,-0.5518925733770239,True
-1.7551484504737076,-0.3143723143367393,True
-1.999195968207551,-0.034218922571065624,True
-1.220885490859283,-0.22744642009134897,True
-1.3629929134571515,-0.828437554016989,True
-1.2000038122592565,-0.3509792357832118,True
-1.187532928028454,-0.7091248947589377,True
-1.454370100596657,-0.9452386716239469,True
-1.3496020120084227,-0.0451827698614331,True
-1.4381096464608363,-0.855016441026697,True
-1.1446918295638935,-0.8223469612076871,True
-1.4905158096023017,-0.9573017933302984,True
-1.6722946138508656,-0.010506105059988724,True
-1.7739107298613717,-0.019581635201110892,True
-1.6784417605439454,-0.39415179841329884,True
-1.621695112202354,-0.2822893201399371,True
-1.9561519363525572,-0.16779153989361573,True
-1.050973219028702,-0.7635552939497097,True
