N2,kDN,DCP,N1,CL,TD_P,LSR
0.1978842434536353,0.19905339725901494,-0.020890394756267257,0.10271497954888723,0.03146960336066497,0.5161267486279782,0.8904139111853473
0.1760885935041085,0.10416974545904827,0.04872320642740376,0.17839426416894083,0.03412630384965668,0.986528374485476,0.9865991123474632
0.07611477759952492,0.042740071230369193,0.009128208303703374,0.017370541407480115,0.07167535366361034,0.6127796701969876,0.9211905432084393
-0.0018268561641534564,0.021298165999189086,0.039991408768006415,0.026767777731271203,0.021825192023383982,1.0173411276240774,0.9986424424415269
0.16559397982269197,0.1993869913068762,0.03569222341462748,0.09864043324531764,0.17286828396462506,0.622194396062988,0.9252416751740595
0.062177121188595225,0.03703740360842158,0.0399817313497081,0.04280518213522276,0.06213850699049253,0.9105568126691266,0.9528556424421677
0.008043180722463433,-0.006816176468144475,0.050804820084545205,0.0002343957587409018,0.030649019366422038,1.0103044268101526,0.9827253138784878
0.016940423788355606,0.007633610741856506,0.05076525006171276,0.01309757427377456,0.03253036776137171,0.9916128675212488,0.9762628302889226
-0.001749536745445368,0.013947210240154523,0.03870120032008374,0.0091436851100649,0.028291360481173776,1.0223189932323187,0.9996000905556567
0.006886488630417825,0.030328349046722325,0.04238445884474826,0.020558517503532478,0.028867813004756715,1.0126743681427564,0.9891058964218976
0.00611178406354293,-0.010056554415241115,0.043714284950244736,0.0006293623718141017,0.03405218462211461,1.0106918872774806,0.9797256826400689
0.009167501132063188,0.011240586028324201,0.046068225563165546,0.009810805276296387,0.0341980227738307,0.9917473148763349,0.979853767629911
0.18080549184328046,0.32817373316069665,0.34284315309687136,0.3346473574490256,0.3181414049946903,1.0116236580270712,1.007184260071586
0.18792173338896803,0.11615461948913267,-0.05018484736834957,0.016637620556511426,0.05017265429424839,0.3540177310296987,0.8734669952032064
0.0063374716065884434,0.0008625347717305526,0.04393969111153347,0.0005834796090475741,0.03389770662843788,1.0031731671764672,0.9858209243966399
-0.0018113096901705844,0.0055625693177918795,0.0410848441336369,0.0013301945757466238,0.023432900004109823,1.0365803030216976,0.9986159210270455
0.007772774024570925,0.0040981985250065495,0.04758074799927592,0.0060066528352188675,0.030297434379089626,1.0050689625051636,0.984978683443166
0.23368171687045725,0.1484456865067083,0.04377610875806497,0.170917172428976,0.09401320488153733,0.7580736433147989,0.9390609359723714
0.016229004368745144,0.009518359626994974,0.054782624089577174,0.009947892867218512,0.027985122381962227,0.9946077744234675,0.9728958083669484
0.1567022268610771,0.05049470758645641,-0.039424401405685254,-0.017158192673985717,0.06648782210895254,0.3702290851852741,0.8663610474859129
0.015001579718610429,0.07343420353191013,0.04374014207059146,0.03802216358147563,0.021393398025879848,1.0082013232011033,0.9985640827982699
0.16995047694737808,0.05492356698795292,-0.02457502316200818,-0.0015408260215587638,0.04691521005838206,0.39700623604252694,0.8656716646702096
0.1408537391709484,0.10943701762714411,0.0223378735501899,0.0687472816637811,0.15511334570146112,0.7869355512730879,0.9329032058499248
0.15330250092853973,0.09622634591267813,-0.022223833589497803,0.013377269385692656,0.05643194721889463,0.46360462794491497,0.8812490186900873
0.1941210164205503,0.28725834118916044,0.017603005068170398,0.159888778285091,0.0670309817336749,0.5989105427073882,0.9225467752774144
0.0058081375064968355,-0.0009788944014927081,0.04202580270630374,0.003148426637219065,0.02654271691385325,1.0308445585234662,0.9924339720962105
0.037683124881401506,0.011416894311430809,0.04065917607012858,0.02056004606295153,0.061605051943958995,0.9727080984359888,0.9640344423257176
0.07846611262017944,0.03370277263123269,-0.008276633263908893,-0.0038678643548952507,0.06680033942378921,0.44365903615452484,0.9158749058410793
0.23310694436572577,0.20187017255424888,0.11446043924191926,0.3227962946148282,0.08200620837415645,1.0229764303569742,1.001849157404583
0.24513506434161456,0.3760538623487575,0.08307634854247727,0.2262207033538765,0.16155306618597692,0.6077717843772849,0.9214798898713942
0.16189824390871058,0.033872574692091366,-0.03765239544458685,-0.03596704051240002,0.06153790183662718,0.35492586380982527,0.8585542934163837
0.47532102764025375,0.2195037387341704,0.07903067143545955,0.48281228779624363,0.04050427045819764,1.046721257505858,0.9961900707766623
-0.023860363810394997,-0.022160419006568843,0.03931853826549293,0.00021641557503256081,0.02281213469570091,1.042580843347397,0.9999847485291601
0.014729787822263057,0.003744407905175523,0.049791314714451855,0.005867412176622934,0.0316010944143594,1.0042127864843169,0.9784882263446567
0.08185939316945214,0.12248499884177,0.06241238393342735,0.21565817171756368,0.007933672749671328,1.0143658990484097,1.0025247564104018
0.3988655097304853,0.5100680710454607,0.36941846347898455,0.4334241037537906,0.3777064003499126,0.6536068334679206,0.9357852683962616
-0.001092836322619209,0.027792130700372245,0.04315786221663999,0.020469110473574553,0.01848229596275014,1.02780243911448,0.9989423425301323
